5.131147540983606037e-01 5.172131147540983687e-01 5.204918032786884918e-01 5.491803278688525136e-01 5.188524590163934302e-01 5.278688524590163800e-01 5.319672131147541450e-01 4.844262295081967484e-01 5.360655737704916879e-01
6.401639344262294307e-01 5.803278688524591278e-01 5.811475409836065475e-01 5.647540983606557097e-01 5.524590163934426368e-01 5.672131147540981910e-01 5.885245901639344357e-01 5.680327868852459439e-01 5.868852459016393741e-01
6.557377049180328488e-01 6.786885245901639330e-01 6.672131147540982798e-01 6.418032786885246033e-01 6.540983606557377872e-01 6.327868852459017646e-01 6.426229508196721341e-01 6.499999999999998002e-01 6.237704918032787038e-01
7.393442622950818777e-01 6.942622950819672401e-01 6.975409836065573632e-01 6.827868852459015869e-01 7.270491803278689158e-01 7.049180327868852514e-01 7.163934426229507935e-01 7.032786885245900788e-01 7.327868852459016313e-01
